codigo,date,descricao,endereco,tipo,quantidade,atual,anterior,origen
ALM00002,27/10/2022,FITA ISOLANTE ALTA | TENSÃO SCOTCH 23 - AUTOFUSÃO 19MM X 10M,ARMARIO,saída,3,13,16,inventario
